ticker,venue
QCLR,NASDAQ
QCMD,NASDAQ
QCML,NASDAQ
QCMU,NASDAQ
QDEC,BATS
QDEF,ARCA
QDF,ARCA
QDIV,ARCA
QDPL,ARCA
QDTE,BATS
QDTY,NASDAQ
QDVO,ARCA
QEFA,ARCA
QEMM,ARCA
QETH,BATS
QFLR,ARCA
QGRD,NASDAQ
QGRO,ARCA
QGRW,ARCA
QHY,BATS
QID,ARCA
QIDX,ARCA
QIG,BATS
QINT,ARCA
QIS,ARCA
QJUN,BATS
QLC,BATS
QLD,ARCA
QLDY,NASDAQ
QLTA,ARCA
QLTI,ARCA
QLTY,ARCA
QLV,ARCA
QLVD,ARCA
QLVE,ARCA
QMAR,BATS
QMID,NASDAQ
QMOM,NASDAQ
QNXT,NASDAQ
QOWZ,NASDAQ
QPX,ARCA
QQA,NASDAQ
QQDN,NASDAQ
QQEW,NASDAQ
QQH,ARCA
QQMG,NASDAQ
QQQ,NASDAQ
QQQA,NASDAQ
QQQD,ARCA
QQQE,NASDAQ
QQQG,NASDAQ
QQQH,NASDAQ
QQQI,NASDAQ
QQQJ,NASDAQ
QQQM,NASDAQ
QQQS,NASDAQ
QQQT,NASDAQ
QQQU,ARCA
QQQY,NASDAQ
QQUP,NASDAQ
QQXL,NASDAQ
QQXT,NASDAQ
QRMI,NASDAQ
QSIG,BATS
QSML,NASDAQ
QSPT,BATS
QTAP,BATS
QTEC,NASDAQ
QTJA,BATS
QTJL,BATS
QTOC,BATS
QTOP,NASDAQ
QTR,NASDAQ
QTUM,NASDAQ
QUAL,BATS
QUIZ,ARCA
QULL,ARCA
QUS,ARCA
QUSA,ARCA
QVAL,NASDAQ
QVML,ARCA
QVMM,ARCA
QVMS,ARCA
QVMT,ARCA
QVOY,BATS
QWLD,ARCA
QXQ,NASDAQ
QYLD,NASDAQ
QYLG,NASDAQ
RAA,NASDAQ
RAAA,ARCA
RAAX,ARCA
RAFE,ARCA
RAUS,NASDAQ
RAVI,ARCA
RAYJ,ARCA
RBIL,NASDAQ
RBLD,ARCA
RBLY,ARCA
RCGE,NASDAQ
RDFI,BATS
RDIV,ARCA
RDOG,ARCA
RDTE,BATS
RDTY,NASDAQ
RDVI,BATS
RDVY,NASDAQ
RDYY,ARCA
REAI,NASDAQ
RECS,ARCA
REET,ARCA
REFA,ARCA
REGL,BATS
REIT,NASDAQ
REK,ARCA
REM,BATS
REMG,NASDAQ
REMX,ARCA
RETL,ARCA
REVS,ARCA
REW,ARCA
REZ,ARCA
RFCI,ARCA
RFDA,ARCA
RFDI,NASDAQ
RFEM,NASDAQ
RFFC,ARCA
RFG,ARCA
RFIX,ARCA
RFLR,ARCA
RFV,ARCA
RGEF,ARCA
RGYY,NASDAQ
RHRX,ARCA
RHTX,ARCA
RIET,ARCA
RIGS,ARCA
RILA,ARCA
RINF,ARCA
RING,NASDAQ
RIOX,ARCA
RISN,ARCA
RISR,ARCA
RITA,ARCA
RLY,ARCA
RMCA,ARCA
RMIF,BATS
RMNY,ARCA
RMOP,ARCA
RND,ARCA
RNEM,NASDAQ
RNRG,NASDAQ
RNTY,ARCA
ROAM,ARCA
ROBO,ARCA
ROBT,NASDAQ
RODM,ARCA
ROE,NASDAQ
ROKT,ARCA
ROM,ARCA
ROMO,BATS
ROSC,ARCA
ROUS,ARCA
RPAR,ARCA
RPG,ARCA
RPV,ARCA
RSBT,BATS
RSBY,BATS
RSJN,ARCA
RSMC,ARCA
RSMR,ARCA
RSMV,ARCA
RSP,ARCA
RSPA,ARCA
RSPC,ARCA
RSPD,ARCA
RSPE,ARCA
RSPF,ARCA
RSPG,ARCA
RSPH,ARCA
RSPM,ARCA
RSPN,ARCA
RSPR,ARCA
RSPS,ARCA
RSPT,ARCA
RSPU,ARCA
RSSB,BATS
RSSE,ARCA
RSSL,ARCA
RSST,BATS
RTAI,BATS
RTH,NASDAQ
RTXG,NASDAQ
RTYY,NASDAQ
RULE,BATS
RUNN,NASDAQ
RVER,ARCA
RVNL,NASDAQ
RVNU,ARCA
RW,ARCA
RWEM,ARCA
RWJ,ARCA
RWK,ARCA
RWL,ARCA
RWLC,ARCA
RWM,ARCA
RWO,ARCA
RWR,ARCA
RWX,ARCA
RXD,ARCA
RXI,ARCA
RXL,ARCA
RYLD,ARCA
RYLG,ARCA
RZG,ARCA
RZV,ARCA
SAA,ARCA
SAGP,ARCA
SAMM,ARCA
SAMT,ARCA
SAPH,ARCA
SARK,NASDAQ
SATO,BATS
SAWG,ARCA
SAWS,ARCA
SBAR,ARCA
SBB,ARCA
SBIL,ARCA
SBIO,ARCA
SBIT,ARCA
SBND,ARCA
SBU,NASDAQ
SCAP,ARCA
SCC,ARCA
SCCR,ARCA
SCDL,ARCA
SCDS,NASDAQ
SCEC,BATS
SCHA,ARCA
SCHB,ARCA
SCHC,ARCA
SCHD,ARCA
SCHE,ARCA
SCHF,ARCA
SCHG,ARCA
SCHH,ARCA
SCHI,ARCA
SCHJ,ARCA
SCHK,ARCA
SCHM,ARCA
SCHO,ARCA
SCHP,ARCA
SCHQ,ARCA
SCHR,ARCA
SCHV,ARCA
SCHX,ARCA
SCHY,ARCA
SCHZ,ARCA
SCIO,ARCA
SCJ,ARCA
SCMB,ARCA
SCO,ARCA
SCUS,ARCA
SCYB,ARCA
SCZ,NASDAQ
SDCI,ARCA
SDCP,ARCA
SDD,ARCA
SDEM,ARCA
SDFI,ARCA
SDG,NASDAQ
SDIV,ARCA
SDOG,ARCA
SDOW,ARCA
SDP,ARCA
SDS,ARCA
SDSI,NASDAQ
SDTY,NASDAQ
SDVY,NASDAQ
SDY,ARCA
SEA,ARCA
SECR,ARCA
SECT,BATS
SEF,ARCA
SEIM,BATS
SEIQ,BATS
SEIV,BATS
SEIX,ARCA
SELV,BATS
SEMG,ARCA
SEMI,ARCA
SEMY,NASDAQ
SEPI,ARCA
SEPT,BATS
SEPW,BATS
SEPZ,BATS
SETH,ARCA
SETM,NASDAQ
SFGV,ARCA
SFLO,NASDAQ
SFLR,ARCA
SFY,ARCA
SFYF,ARCA
SGDJ,ARCA
SGDM,ARCA
SGLC,ARCA
SGOL,ARCA
SGOV,NYSE
SGRT,ARCA
SH,ARCA
SHAG,BATS
SHDG,BATS
SHE,ARCA
SHEH,ARCA
SHLD,ARCA
SHM,ARCA
SHNY,ARCA
SHOC,NYSE
SHPP,ARCA
SHRT,ARCA
SHRY,NASDAQ
SHUS,ARCA
SHV,NYSE
SHY,NASDAQ
SHYD,BATS
SHYG,ARCA
SHYL,ARCA
SHYM,BATS
SIFI,ARCA
SIHY,ARCA
SIJ,ARCA
SIL,ARCA
SILJ,ARCA
SIMS,ARCA
SIO,ARCA
SIVR,ARCA
SIXA,ARCA
SIXD,BATS
SIXF,BATS
SIXH,ARCA
SIXJ,BATS
SIXL,ARCA
SIXO,BATS
SIXP,BATS
SIXS,ARCA
SIXZ,BATS
SIZE,ARCA
SJB,ARCA
SJCP,NASDAQ
SJLD,NASDAQ
SJNK,ARCA
SKF,ARCA
SKK,NASDAQ
SKOR,NASDAQ
SKRE,NASDAQ
SKYU,NASDAQ
SKYY,NASDAQ
SLDR,ARCA
SLJY,ARCA
SLNZ,NYSE
SLON,ARCA
SLQD,NASDAQ
SLTY,ARCA
SLV,ARCA
SLVO,NASDAQ
SLVP,BATS
SLVR,NASDAQ
SLX,ARCA
SLYG,ARCA
SLYV,ARCA
SMAY,BATS
SMB,BATS
SMCF,NASDAQ
SMCO,NASDAQ
SMCP,ARCA
SMCX,NASDAQ
SMCY,ARCA
SMDD,ARCA
SMDV,BATS
SMDX,ARCA
SMH,NASDAQ
SMHB,ARCA
SMHX,NASDAQ
SMIG,ARCA
SMIN,BATS
SMIZ,ARCA
SMLF,ARCA
SMLL,ARCA
SMLV,ARCA
SMMD,BATS
SMMU,ARCA
SMMV,BATS
SMN,ARCA
SMOG,ARCA
SMOM,NASDAQ
SMOT,BATS
SMRI,NASDAQ
SMST,NASDAQ
SMTH,ARCA
SMYY,NASDAQ
SNAV,BATS
SNOV,BATS
SNOY,ARCA
SNPD,BATS
SNPE,ARCA
SNPG,BATS
SNSR,NASDAQ
SNTH,ARCA
SOCL,NASDAQ
SOFR,ARCA
SOFX,NASDAQ
SOLC,NASDAQ
SOUX,NASDAQ
SOVF,ARCA
SOXL,ARCA
SOXQ,NASDAQ
SOXS,ARCA
SOXX,NASDAQ
SOXY,ARCA
SOYB,ARCA
SPAB,ARCA
SPAM,NASDAQ
SPAQ,NASDAQ
SPAX,ARCA
SPBC,NASDAQ
SPBO,ARCA
SPBU,BATS
SPBW,BATS
SPBX,BATS
SPCT,NASDAQ
SPCX,NASDAQ
SPD,ARCA
SPDG,ARCA
SPDN,ARCA
SPDV,ARCA
SPDW,ARCA
SPEM,ARCA
SPEU,ARCA
SPFF,ARCA
SPGM,ARCA
SPGP,ARCA
SPHB,ARCA
SPHD,ARCA
SPHQ,ARCA
SPHY,ARCA
SPIB,ARCA
SPIN,BATS
SPIP,ARCA
SPIT,NASDAQ
SPLB,ARCA
SPLV,ARCA
SPMB,ARCA
SPMD,ARCA
SPMO,ARCA
SPOG,NASDAQ
SPPP,ARCA
SPRE,ARCA
SPRX,NASDAQ
SPSB,ARCA
SPSK,ARCA
SPSM,ARCA
SPTB,ARCA
SPTE,ARCA
SPTI,ARCA
SPTL,ARCA
SPTM,ARCA
SPTS,ARCA
SPUC,ARCA
SPUS,ARCA
SPUT,ARCA
SPUU,ARCA
SPVM,ARCA
SPWO,ARCA
SPXE,ARCA
SPXL,ARCA
SPXN,ARCA
SPXS,ARCA
SPXT,ARCA
SPXU,ARCA
SPXV,ARCA
SPY,ARCA
SPYC,ARCA
SPYD,ARCA
SPYG,ARCA
SPYH,BATS
SPYI,BATS
SPYM,ARCA
SPYT,ARCA
SPYU,ARCA
SPYV,ARCA
SPYX,ARCA
SQLV,NASDAQ
SQMX,BATS
SQQQ,NASDAQ
SRET,NASDAQ
SRHQ,ARCA
SRHR,ARCA
SRLN,ARCA
SROI,ARCA
SRS,ARCA
SRTY,ARCA
SRVR,ARCA
SSFI,ARCA
SSG,ARCA
SSO,ARCA
SSPY,ARCA
SST,NYSE
SSUS,ARCA
SSXU,ARCA
STAX,ARCA
STCE,ARCA
STHH,ARCA
STIP,ARCA
STN,NYSE
STNC,NASDAQ
STOT,BATS
STPZ,ARCA
STRN,ARCA
STXD,NYSE
STXE,NYSE
STXG,NYSE
STXK,NYSE
STXT,NYSE
STXV,NYSE
SUB,ARCA
SUPL,ARCA
SUPP,NASDAQ
SURE,ARCA
SURI,ARCA
SUSA,ARCA
SUSB,NASDAQ
SUSC,NASDAQ
SUSL,NASDAQ
SVAL,BATS
SVIX,BATS
SVOL,ARCA
SVXY,BATS
SWAN,ARCA
SXQG,ARCA
SYFI,ARCA
SYLD,BATS
SYSB,BATS
SYZ,NASDAQ
SZK,ARCA
TACK,ARCA
TAFI,ARCA
TAFL,ARCA
TAFM,ARCA
TAGG,ARCA
TAGS,ARCA
TAIL,BATS
TAN,ARCA
TAPR,BATS
TARK,NASDAQ
TAXE,NASDAQ
TAXF,ARCA
TAXI,NASDAQ
TAXM,ARCA
TAXS,NASDAQ
TAXT,NASDAQ
TAXX,ARCA
TBF,ARCA
TBFC,ARCA
TBFG,ARCA
TBG,ARCA
TBIL,NASDAQ
TBJL,BATS
TBLL,ARCA
TBLU,NYSE
TBT,ARCA
TBUX,ARCA
TBX,ARCA
TCAF,ARCA
TCAI,NYSE
TCAL,ARCA
TCHI,NASDAQ
TCHP,ARCA
TCPB,ARCA
TCV,ARCA
TDI,NASDAQ
TDIV,NASDAQ
TDOT,NASDAQ
TDSB,NASDAQ
TDSC,NASDAQ
TDTF,ARCA
TDTT,ARCA
TDV,BATS
TDVG,ARCA
TEC,ARCA
TECB,ARCA
TECL,ARCA
TECS,ARCA
TEK,ARCA
TEKX,NASDAQ
TEKY,NASDAQ
TEQI,ARCA
TERG,NASDAQ
TESL,ARCA
TETH,BATS
TEXN,NASDAQ
TFI,ARCA
TFJL,BATS
TFLO,ARCA
TFLR,ARCA
TFNS,NASDAQ
TFPN,ARCA
TGLB,ARCA
TGLR,ARCA
TGRT,ARCA
TGRW,ARCA
THD,ARCA
THEQ,ARCA
THIR,NYSE
THLV,NYSE
THMZ,NASDAQ
THNQ,ARCA
THNR,ARCA
THRO,ARCA
THRV,NASDAQ
THTA,ARCA
THY,ARCA
THYF,ARCA
THYM,NASDAQ
TIER,ARCA
TILL,ARCA
TILT,BATS
TIME,ARCA
TINT,ARCA
TINY,ARCA
TIP,ARCA
TIPA,ARCA
TIPB,ARCA
TIPC,ARCA
TIPD,ARCA
TIPX,ARCA
TIPZ,ARCA
TJUL,BATS
TLCI,ARCA
TLH,ARCA
TLT,NASDAQ
TLTD,ARCA
TLTE,ARCA
TLTI,BATS
TLTW,BATS
TMAT,BATS
TMB,NASDAQ
TMDV,BATS
TMF,ARCA
TMFC,BATS
TMFE,BATS
TMFG,BATS
TMFM,BATS
TMFS,BATS
TMFX,BATS
TMNL,NASDAQ
TMNS,NASDAQ
TMSF,NASDAQ
TMSL,ARCA
TMV,ARCA
TNA,ARCA
TOAK,ARCA
TOGA,ARCA
TOK,ARCA
TOLL,BATS
TOLZ,ARCA
TOPC,ARCA
TOPT,ARCA
TOT,ARCA
TOTL,ARCA
TOTR,ARCA
TOUS,ARCA
TOV,ARCA
TPAY,BATS
TPHD,ARCA
TPIF,ARCA
TPLC,ARCA
TPLS,NASDAQ
TPOR,ARCA
TPSC,ARCA
TPYP,NYSE
TPZ,NYSE
TQQQ,NASDAQ
TQQY,NASDAQ
TRBF,NASDAQ
TRFK,ARCA
TRFM,ARCA
TRND,ARCA
TRPA,BATS
TRTY,BATS
TRUD,NASDAQ
TRUT,NASDAQ
TSDD,NASDAQ
TSEC,ARCA
TSEL,NASDAQ
TSII,BATS
TSL,NASDAQ
TSLI,ARCA
TSLL,NASDAQ
TSLP,BATS
TSLQ,NASDAQ
TSLR,NASDAQ
TSLS,NASDAQ
TSLT,BATS
TSLW,BATS
TSLY,ARCA
TSLZ,BATS
TSME,ARCA
TSMG,NASDAQ
TSMU,NASDAQ
TSMX,NASDAQ
TSMY,ARCA
TSMZ,NASDAQ
TSPA,ARCA
TSPY,NASDAQ
TSYY,NASDAQ
TTEQ,NASDAQ
TTT,ARCA
TUA,ARCA
TUG,NASDAQ
TUGN,NASDAQ
TUR,NASDAQ
TURF,NASDAQ
TUSB,ARCA
TUSI,BATS
TVAL,ARCA
TWM,ARCA
TXS,ARCA
TXUE,NASDAQ
TXUG,NASDAQ
TXXD,NASDAQ
TXXI,ARCA
TXXS,NASDAQ
TYA,BATS
TYD,ARCA
TYLG,ARCA
TYO,ARCA
TZA,ARCA
UAE,NASDAQ
UAPR,BATS
UAUG,BATS
UBND,NASDAQ
UBOT,ARCA
UBR,ARCA
UBRL,NASDAQ
UBT,ARCA
UCC,ARCA
UCIB,ARCA
UCO,ARCA
UCON,ARCA
UCRD,NASDAQ
UCYB,NASDAQ
UDEC,BATS
UDI,ARCA
UDIV,ARCA
UDN,ARCA
UDOW,ARCA
UEVM,NASDAQ
UFEB,BATS
UFIV,NASDAQ
UFO,NASDAQ
UGA,ARCA
UGE,ARCA
UGL,ARCA
UITB,NASDAQ
UIVM,NASDAQ
UJAN,BATS
UJB,ARCA
UJUL,BATS
UJUN,BATS
UK,NASDAQ
ULE,ARCA
ULST,ARCA
ULTI,NASDAQ
ULTY,ARCA
ULVM,NASDAQ
UMAR,BATS
UMAY,BATS
UMDD,ARCA
UMI,ARCA
UMMA,NASDAQ
UNG,ARCA
UNIY,NASDAQ
UNL,ARCA
UNOV,BATS
UOCT,BATS
UPAR,ARCA
UPGD,ARCA
UPGR,NASDAQ
UPRO,ARCA
UPV,ARCA
UPW,ARCA
URA,ARCA
URAA,ARCA
URE,ARCA
URNJ,NASDAQ
URNM,ARCA
URTH,ARCA
URTY,ARCA
USAI,ARCA
USCA,ARCA
USCI,ARCA
USCL,NASDAQ
USD,ARCA
USDU,ARCA
USDX,NASDAQ
USE,ARCA
USEP,BATS
USFI,NASDAQ
USFR,ARCA
USG,ARCA
USHY,BATS
USIG,NASDAQ
USIN,NASDAQ
USL,ARCA
USMC,NASDAQ
USMF,BATS
USML,ARCA
USMV,BATS
USNG,ARCA
USNZ,ARCA
USO,ARCA
USOI,NASDAQ
USOY,NASDAQ
USPX,ARCA
USRD,NASDAQ
USRT,ARCA
USSE,ARCA
USSG,ARCA
USSH,NASDAQ
UST,ARCA
USTB,NASDAQ
USVM,NASDAQ
USVN,NASDAQ
USXF,NASDAQ
UTEN,NASDAQ
UTES,ARCA
UTHY,NASDAQ
UTRE,NASDAQ
UTSL,ARCA
UTWO,NASDAQ
UTWY,NASDAQ
UUP,ARCA
UVIX,BATS
UVXY,BATS
UWM,ARCA
UX,BATS
UXI,ARCA
UXRP,ARCA
UYG,ARCA
UYLD,NASDAQ
UYM,ARCA
VABS,ARCA
VALQ,ARCA
VAMO,BATS
VAW,ARCA
VB,ARCA
VBIL,NASDAQ
VBK,ARCA
VBND,ARCA
VBR,ARCA
VCEB,BATS
VCIT,NASDAQ
VCLN,ARCA
VCLT,NASDAQ
VCR,ARCA
VCRB,NASDAQ
VCSH,NASDAQ
VDC,ARCA
VDE,ARCA
VEA,ARCA
VEGA,ARCA
VEGI,ARCA
VEGN,BATS
VEMY,ARCA
VERS,ARCA
VETZ,ARCA
VEU,ARCA
VFH,ARCA
VFLO,NASDAQ
VFMF,BATS
VFMO,BATS
VFMV,BATS
VFQY,BATS
VFVA,BATS
VGIT,NASDAQ
VGK,ARCA
VGLT,NASDAQ
VGSH,NASDAQ
VGSR,NASDAQ
VGT,ARCA
VGUS,NASDAQ
VGVT,ARCA
VHT,ARCA
VICE,ARCA
VIDI,ARCA
VIG,ARCA
VIGI,NASDAQ
VIOG,ARCA
VIOO,ARCA
VIOV,ARCA
VIS,ARCA
VIXM,BATS
VIXY,BATS
VLLU,ARCA
VLU,ARCA
VLUE,BATS
VMAX,BATS
VMBS,NASDAQ
VNAM,ARCA
VNIE,ARCA
VNLA,ARCA
VNM,BATS
VNQ,ARCA
VNQI,NASDAQ
VNSE,ARCA
VO,ARCA
VOE,ARCA
VOLT,NASDAQ
VONE,NASDAQ
VONG,NASDAQ
VONV,NASDAQ
VOO,ARCA
VOOG,ARCA
VOOV,ARCA
VOT,ARCA
VOTE,NASDAQ
VOX,ARCA
VPC,ARCA
VPL,ARCA
VPLS,NASDAQ
VPU,ARCA
VRAI,ARCA
VRIG,NASDAQ
VRP,ARCA
VRTL,NASDAQ
VSDA,NASDAQ
VSGX,BATS
VSHY,ARCA
VSLU,ARCA
VSMV,NASDAQ
VSOL,NASDAQ
VSS,ARCA
VT,ARCA
VTC,NASDAQ
VTEB,ARCA
VTES,ARCA
VTG,ARCA
VTHR,NASDAQ
VTI,ARCA
VTIP,NASDAQ
VTV,ARCA
VTWG,NASDAQ
VTWO,NASDAQ
VTWV,NASDAQ
VUG,ARCA
VUSB,BATS
VUSE,ARCA
VV,ARCA
VWO,ARCA
VWOB,NASDAQ
VXF,ARCA
VXUS,NASDAQ
VXX,BATS
VXZ,BATS
VYLD,ARCA
VYM,ARCA
VYMI,NASDAQ
WABF,NASDAQ
WANT,ARCA
WAR,ARCA
WBIF,ARCA
WBIG,ARCA
WBIL,ARCA
WBIY,NYSE
WCAP,ARCA
WCBR,NASDAQ
WCEO,ARCA
WCLD,NASDAQ
WCME,ARCA
WCMI,ARCA
WCPB,ARCA
WDAF,NASDAQ
WDGF,NASDAQ
WDIV,ARCA
WDTE,ARCA
WEAT,ARCA
WEBL,ARCA
WEBS,ARCA
WEED,BATS
WEEI,NASDAQ
WEEK,BATS
WEEL,ARCA
WGMI,NASDAQ
WINN,NYSE
WIP,ARCA
WISE,NASDAQ
WLDR,BATS
WLTG,NYSE
WNTR,ARCA
WOMN,ARCA
WOOD,NASDAQ
WRND,NASDAQ
WSGE,NASDAQ
WSML,NASDAQ
WTAI,BATS
WTBN,NASDAQ
WTID,ARCA
WTIP,NASDAQ
WTIU,ARCA
WTMF,ARCA
WTMU,NASDAQ
WTMY,NASDAQ
WTPI,ARCA
WTRE,ARCA
WTV,ARCA
WUGI,BATS
WWJD,ARCA
WXET,ARCA
XAIX,NASDAQ
XAR,ARCA
XB,ARCA
XBAP,BATS
XBB,ARCA
XBI,ARCA
XBIL,NASDAQ
XBJA,BATS
XBJL,BATS
XBOC,BATS
XBTY,NASDAQ
XC,ARCA
XCCC,ARCA
XCEM,ARCA
XCLR,ARCA
XCNY,NASDAQ
XCOR,ARCA
XDAT,BATS
XDEC,BATS
XDIV,BATS
XDQQ,BATS
XDSQ,BATS
XDTE,BATS
XEMD,BATS
XES,ARCA
XFIV,ARCA
XFLX,ARCA
XHB,ARCA
XHE,ARCA
XHLF,ARCA
XHS,ARCA
XIDE,BATS
XIDV,ARCA
XISE,BATS
XITK,ARCA
XJH,BATS
XJR,BATS
XJUN,BATS
XLB,ARCA
XLC,ARCA
XLE,ARCA
XLF,ARCA
XLG,ARCA
XLI,ARCA
XLK,ARCA
XLP,ARCA
XLRE,ARCA
XLSR,ARCA
XLU,ARCA
XLV,ARCA
XLY,ARCA
XMAG,NASDAQ
XMAR,BATS
XME,ARCA
XMHQ,ARCA
XMLV,ARCA
XMMO,ARCA
XMPT,BATS
XMVM,ARCA
XNAV,ARCA
XNOV,BATS
XNTK,ARCA
XOCT,BATS
XOEF,ARCA
XOMO,ARCA
XOMX,NASDAQ
XONE,ARCA
XOP,ARCA
XOVR,NASDAQ
XPAY,ARCA
XPH,ARCA
XPND,ARCA
XPP,ARCA
XRLX,ARCA
XRMI,ARCA
XRPC,NASDAQ
XRPI,NASDAQ
XRT,ARCA
XSD,ARCA
XSEP,BATS
XSHD,BATS
XSHQ,BATS
XSLV,ARCA
XSMO,ARCA
XSOE,ARCA
XSVM,ARCA
XSVN,ARCA
XSW,ARCA
XT,NASDAQ
XTAP,BATS
XTEN,ARCA
XTJA,BATS
XTJL,BATS
XTL,ARCA
XTN,ARCA
XTOC,BATS
XTR,ARCA
XTRE,ARCA
XTWO,ARCA
XTWY,ARCA
XUDV,ARCA
XUSP,BATS
XV,ARCA
XVV,BATS
XXV,ARCA
XYLD,ARCA
XYLG,ARCA
XYZG,NASDAQ
XYZY,ARCA
YALL,ARCA
YANG,ARCA
YBIT,ARCA
YBMN,NASDAQ
YBTC,BATS
YCL,ARCA
YCS,ARCA
YDEC,BATS
YEAR,ARCA
YETH,BATS
YFFI,ARCA
YFYA,ARCA
YGLD,ARCA
YINN,ARCA
YJUN,BATS
YLD,ARCA
YLDE,NASDAQ
YMAG,ARCA
YMAR,BATS
YMAX,ARCA
YNOT,NASDAQ
YOKE,NASDAQ
YOLO,ARCA
YQQQ,NASDAQ
YSEP,BATS
YSPY,NASDAQ
YXI,ARCA
YYY,ARCA
ZALT,BATS
ZAP,NASDAQ
ZECP,BATS
ZHDG,ARCA
ZHOG,NASDAQ
ZIG,ARCA
ZMUN,NASDAQ
ZROZ,ARCA
ZSB,ARCA
ZSC,ARCA
ZSL,ARCA
ZTAX,ARCA
ZTEN,NASDAQ
ZTOP,NASDAQ
ZTRE,NASDAQ
ZTWO,NASDAQ
ZVOL,BATS
